pca_1,pca_2,pca_3,pca_4,pca_5
0.25733998530953944,0.3589104040068955,-2.7936089862291045,-0.5841676906604927,-1.0835669756687
-0.5605203379780909,-0.18215782032232075,-1.9602570166014783,-0.4024492533707153,-0.29914045467561284
-1.1518082963222926,0.32642230877195616,-1.1638189439723698,-1.3812913089707934,-0.27956016865398614
-1.2734780592821837,-0.11139871035669488,-0.98260191933073,-1.0167027248486706,0.6755019932927127
-2.0466853856863003,0.38242246762203963,-0.3379416144382913,0.07205333841727636,2.2947538706480093
-1.9036260793272515,0.3769709118863567,-0.20501726692610267,-1.1664168588183006,-0.8265529197358326
-2.156198862076664,-0.10284623632263651,-0.14536294006834005,0.6652079835569966,-0.026409397321330515
-1.886874988660027,0.525753058713675,0.14563829074746498,-2.0090869161490605,0.061630005661730936
-2.1685762553499894,0.39091368706116386,0.16289526477260602,0.04147377711427443,-1.7088641756509548
1.4967551012223625,0.4350609821247502,-1.6724994263618578,0.8711284205912428,1.70591183539211
1.567075370123239,0.5683850488464003,-1.330553048258635,-1.0095451534402682,-0.7483446295985533
0.7141910013140269,0.4493146668629996,-0.7883093485140951,1.0073183549994875,-0.8007043831684154
0.7355541988594212,0.5175947139370023,-0.46754395359879924,-0.18068306438656226,-1.2609449167858358
0.6815921067034478,0.5321433203250995,-0.21607890430562204,-0.605037996672793,-0.81833313346994
0.24398299191591488,0.3128739047663118,0.4550276281962093,-1.5798709590952194,-0.1709279884271211
-0.0001238488997721154,0.48050046777258903,0.5221104916536311,-0.07045332281334989,-0.013658960050337232
-0.2198979092703677,0.40911954558106856,0.6143924158926648,1.380967618620115,-0.4864861306997861
-0.5792466744901204,0.493613118552906,1.3582172330860989,-0.5882022896421518,0.1854695495298201
-0.588776260123397,0.3660578000806758,1.6316252315010695,-1.6246637377972712,-0.10932272217892382
-0.5755885209469426,0.5402260973141466,1.6803154722123175,-1.3143110425873574,-0.40706799438023733
-0.6521038707919095,0.448644554804955,1.6582806818638336,0.10951939876828287,0.8425946043665539
-0.8948444999666783,-0.6160076984340018,1.7256285104646427,2.252648267302825,-0.063785432850553
2.7442025481498202,-1.8451469841353967,0.07881461991073337,2.1206887968631314,-0.1485907733066312
2.8817580286420865,-0.24860959305178038,0.5408206258294328,-0.636731460108035,0.08948235596973354
2.174724495295433,0.48563639948498716,0.9731693138581334,1.2204927166292299,-0.7518324900255484
2.4483152157222396,0.6558890260430182,1.558641957396068,-2.6378648734497614,1.5380135174753344
0.1632983319396582,2.3933038593501346,-3.104201458145576,1.2981917307722348,0.16281943674183583
0.08114449413569087,2.5086288397300804,-2.64705893374205,-0.590545354424435,-1.275883543612905
-0.6741657811394839,2.4079204742892943,-1.9901209705268723,0.4365321057176691,1.0439166090521834
-1.3496056865506416,2.3922178114241706,-1.280091792756523,0.5099147377413422,0.9638335016196087
-1.4972415711862452,2.4426290320532678,-0.8673527492204474,-0.5659483507043015,1.0562868067971194
-2.0863072717971742,2.445446495117043,-0.3654097084684937,-0.003694839093209548,-1.890788368635345
-2.1410237668297762,2.445415190003787,-0.10832389293749001,-0.4315725168062484,-0.430796284207102
-2.238676125883175,2.3709930444277494,-0.17325430498070452,1.0409786028629247,-0.5867209591726494
-2.108893421078161,2.390712481374076,0.0030438917710297574,0.18272287995777486,1.3212752613511793
-2.0956524879906215,2.4587880016969264,0.30967154819288895,-1.0071666199760974,0.8612520677121142
1.577498342696205,2.536204182339231,-1.567500764047614,-0.4573165592376869,-0.5131204864023583
1.3170004195285645,2.525824801992236,-1.2586413550868023,-0.18485994688420593,-1.1302431515483302
0.5910176918215015,2.4481689217891462,-0.5717236697276923,0.6311129740412097,0.394939349846459
0.5309930424642808,2.474541424016866,-0.3330336366351153,0.28245257557889347,-0.2541558312234601
-0.12155328000596496,2.4005189681145938,0.13021207020327027,1.580941509843186,-0.5782590867486805
-0.03229093662471751,2.5129512588187297,0.5048627306704676,-0.5232929202332606,-0.7747749596942467
-0.24400101482174588,2.4178202815723884,0.6156258180639834,0.7757949132784637,0.9359204684171116
-0.6308980669134463,2.4918291052964068,1.3358866147136716,-0.7807098381941664,0.8472751697551453
-0.5471800578113165,2.529172985720636,1.436981932905066,-1.3479531180268307,0.42374748490629655
-0.675093861386854,2.527446017931948,1.5990764870625525,-1.0988736357192923,-0.5053200031005972
-0.7554668420874702,2.4674735239604644,1.5517478064610353,0.2569983872711233,-1.2157653333374998
-0.6417351564424248,2.5024424457040455,1.7042557186027703,-0.35355474490044264,-1.2513033855647122
-0.8643233269462568,2.4044531894203973,1.8007956867867938,1.016760836734477,0.38517404926235616
3.038187047384138,2.5963354186822545,0.15738608859615608,-0.7838708940893636,-0.2569728997583214
2.894434397307251,2.5693112668720195,0.317691016880528,-0.24679488279847278,-0.46629274971427115
2.694840762227377,2.5227904786785187,0.4137784569320449,0.7935955667243407,-1.1956819026061394
1.9697476648683954,2.451418466470368,1.1039039930912482,1.71034879643623,-0.4481087162922861
2.2510122971399396,2.560930070977471,1.4263541565483586,-0.7286407803516464,1.060313494023137
0.2592134926783423,0.9030147565200047,-2.7705227233140155,-0.7062453302076174,0.09306751497543828
-0.44917016798692844,0.7599909444296002,-2.1067182853999356,-0.32699974842579105,-0.9876838296187669
-1.3075666423761507,0.8438818059866537,-1.3053703232066223,0.15883411494611832,-0.8122878708828384
-1.3975380147066583,0.8243258679689097,-1.082210628982232,0.1150130736333489,0.5903858864613003
-2.1845929365541616,0.7213265334111424,-0.46473417259543853,1.4565540869315121,1.9099227441925826
-2.0237603854369635,0.8410223641248803,-0.31063302056492803,0.008731807651434565,-0.9879235340165744
-2.1348018134062747,0.7903224241141779,-0.09448669295311435,0.2751609494628425,1.4489215206509196
-2.0082144439708633,0.7420917958145387,0.033467573849458976,-0.7767793301527964,-0.1750743546709141
-2.21219277792098,0.8184431264360053,0.13613978038198957,0.4186364027097231,-1.052916283653097
1.535944613622483,0.9261754793573455,-1.6623357822679992,0.17459679107996218,-1.6096955417594254
1.5791409409686499,0.9679214591935741,-1.2999521072347537,-1.2128237496623753,0.5020108359623082
0.7804448526523734,0.9197419148292328,-0.7313036835628254,0.08911394999109377,-1.8587885082532087
0.788521530172088,0.933667218254559,-0.3940175127982739,-0.8169923909913083,0.43537052841583185
0.6663898372373546,0.9206556680253513,-0.2140949631328369,-0.5196294393064739,0.13471567899705095
0.025340782479087613,0.8723674461681526,0.24892447963929545,0.6138969289017656,-1.372320870387638
0.018758682023514675,0.8827928937814933,0.5598656826402864,-0.3459037074325634,1.311023168783992
-0.005213567078300685,0.8208348716236137,0.8182604143812686,-1.1070893172807479,-0.6128668660323797
-0.598306574811863,0.913734514790866,1.334907284005851,-0.5707521506410574,-0.821589566986883
-0.655914125164867,0.9193455008978698,1.5830791017828791,-1.0227715630427443,0.3241961981473035
-0.7520576784650086,0.874083178324538,1.5069071572640125,0.45682504748004477,-1.8664890790429385
-0.5797987084539914,-0.17989479219681168,1.698414939114049,-0.7087449130904359,-0.054190635529016144
-0.7744586853810522,-0.8863102874915034,1.8291515280490296,0.951830170164639,-0.43910871819659647
2.9026008137509804,0.9666485143070489,0.27864189535344275,-0.19672262535839533,0.04923447221792797
2.9353314129495196,-0.9466250248049533,0.5847665642656993,-1.0990575753149554,0.8552789428691816
2.3909514683470516,1.0166959920092913,1.1875684779904316,-1.2854910331155072,-0.1747300230940532
2.249055024153494,0.9699889508765465,1.3674611495739546,-0.6038180293615659,0.48424242155869884
0.15401560366968653,2.2074334178462918,-2.855498853353943,0.04404008017274433,-0.9315538394311177
-0.3595382382843234,2.269261976678796,-1.9845268027382486,-1.6620396384375236,0.143681663122241
-1.3036210182846608,2.1892472746216525,-1.2758707487274046,-0.24582211162698855,-0.6476955611210633
-1.4481280712381766,2.1476432113100645,-1.1099450542052065,0.28773115423709406,0.16036489003533416
-2.310169553942316,2.0143277044732617,-0.5711653474089271,2.423161839903429,0.6623084517584722
-2.09480132220211,2.1560716604808436,-0.35983019567622443,0.39796525344649936,-1.6409245202629437
-2.1649409897041645,2.121907814440524,-0.1007583682877667,0.23136366487526816,1.2418805140453564
-1.9867521150470184,2.223802671446429,0.08411655688340557,-1.390101336193464,0.21302450533541747
-2.0650909921940936,2.2216849239673446,0.3158786040794619,-1.5016273802026205,0.672535954851499
1.5876089582591049,2.2908330576244578,-1.5827564580493634,-0.7352619542728903,-0.9248165890833763
1.5694526449043877,2.3077748965051117,-1.2847610326810839,-1.473136399441269,0.517949819177148
0.7438361164066797,2.1997285771686332,-0.713900333085448,0.25503995541006047,0.7628967187011567
0.758382353874198,2.2652526085809055,-0.40028918813292624,-0.8607896755788826,0.2283295218102687
0.6498845810952164,2.2577530896751585,-0.2060581385419412,-0.7077703006882614,0.07632799893842322
0.09745600734933763,2.2452930714204564,0.34996655374625346,-0.5124771816424064,-0.46446192789118596
-0.14090273575401963,2.16201398653496,0.4176632580129276,0.981562987524886,-0.3082244400174566
-0.25842239495647507,2.131973299269397,0.6172589316935717,1.350407103001753,0.33384833843510947
-0.7170662321221414,2.2094917015147155,1.2356303591551363,0.3236838139337529,-1.9948771961475256
-0.7337720220078893,2.2316387815921024,1.5267276767088087,-0.5613663288505728,-0.4031314513725332
-0.7640861283463222,2.202447506444404,1.525788488832196,0.24290778653062403,-1.2219201172616305
-0.6161509610797136,1.4228926582635992,1.6914797677861324,-0.735920807142728,-0.2601166576298829
2.858254128830304,2.256125141627993,-0.050637328902126987,0.9055529063113265,-1.3436849504382078
2.8078022673999072,2.2879074118035976,0.19529233486927963,0.4116048907808857,-1.8440181349720137
2.6360260593280516,1.7528607577854456,0.33716779627651994,1.4712138629105302,-0.9298437445821973
